"subject" "combinedlabel" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()"
9 "WALKING" 0.270313841621528 -0.0209466555412396 -0.101233826213889 0.670845545555556 -0.0467446999509028 0.104353653032743 0.0840171430291667 0.00678485848399306 -0.00102998088194444 -0.0701318154561458 -0.0729884312991667 0.109092913237986 -0.0892254930640278 -0.0397344421815972 -0.053402884281875 -0.505183470509188 -0.505183470509188 -0.621608245092361 -0.550201866572569 -0.7629795809375 -0.579258404408681 -0.610267804090278 -0.592119122804271 -0.291349229752569 -0.0879003298041667 -0.0304334227664236 -0.621377141312847 -0.699766614569444 -0.702931927996528 -0.219176266215278 -0.296107744084757 -0.290292303180208 -0.639863219559028 -0.683924287600694 -0.612680463163889 -0.205909254584222 -0.240880440259861 -0.196153280691528 -0.553186448295139 -0.00358269125034722 -0.609193721940625 0.0983598303289236 -0.700863097986111 -0.108828634535764 -0.786473954201389 0.0927763736788194
10 "WALKING" 0.27684847392517 -0.017835790552415 -0.111301532185714 0.642905730306122 -0.0740248544557823 0.0552047227876769 0.0798108613061224 0.0129143257457823 -0.0113556967940476 -0.0185023695936054 -0.0846403674590918 0.0910265011879252 -0.108150829882313 -0.0424219983671769 -0.0555521277515646 -0.502500207000204 -0.502500207000204 -0.57776193128833 -0.521819802352381 -0.734465805340136 -0.532289464513605 -0.494651474235034 -0.655062273211565 -0.156150832113776 0.0948129948809524 0.150687015615519 -0.547243039827891 -0.555104553563503 -0.721689700769728 -0.0313012983494898 -0.148940675963605 0.0112385060119048 -0.620379208870442 -0.64835059542517 -0.567456661721769 -0.0663150945743537 -0.0881515905938775 -0.0500743540119048 -0.518734046961905 0.173253569411224 -0.515140810846939 0.163072697936429 -0.661496552826531 0.0120855942278469 -0.767780095068027 0.153580253720748
11 "SITTING" 0.27658531139557 -0.0191272531933228 -0.108941761642405 0.730526184936709 0.0527387028613924 0.140209861246835 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.542825032813608 -0.542825032813608 -0.679819504547468 -0.628367851066456 -0.826829028481013 -0.619524028324684 -0.531455265662532 -0.750026145791139 -0.224360420717722 0.0318551463759494 0.0502783009075316 -0.676672987166456 -0.632374688606013 -0.825559590221519 -0.0874254925382278 -0.242572597206013 -0.0992296316156962 -0.709949332117089 -0.776852868955696 -0.708842979272152 -0.111874925112848 -0.181778028186076 -0.0810951668035443 -0.611528074359177 0.12725035020425 -0.656133473274684 0.158363551858133 -0.757585939588608 -0.10978179348269 -0.864827011392405 0.11789211326962
12 "WALKING" 0.27360872421875 -0.018337204411489 -0.106649116775 0.69922245131875 0.029976775735 0.0330295544910625 0.070430311315625 0.0053115377979375 0.0003081123684 -0.0628663472537188 -0.0592027333975 0.0960742146838125 -0.0731134377315625 -0.043678823491875 -0.0574585039485312 -0.559586545675313 -0.559586545675313 -0.6300504918575 -0.63166805889875 -0.77729447821875 -0.578920210879375 -0.523287078731563 -0.7266403145 -0.183738216351156 0.0444598424159375 0.0689109866546875 -0.599109317756219 -0.591296422972219 -0.7754265825625 -0.046619864264875 -0.204694170128437 -0.097564019993875 -0.661246826087188 -0.74479814778125 -0.657369914584375 -0.084349829508125 -0.107309871566031 -0.064849391596875 -0.55928367746625 0.0755926577467031 -0.564239194378438 0.126323612300937 -0.717311676745625 -0.0455357170932187 -0.78990285099375 0.0705873609285625
13 "WALKING" 0.27456972840796 -0.0183337873806468 -0.108167276572637 0.740673476960199 -0.106657735422886 0.0149105014577114 0.0814934388044776 0.00147366212280099 -0.0192572187473682 -0.0505002185575124 -0.0695801036455721 0.11224704484791 -0.0894616084467662 -0.0438266734373134 -0.0584367238691542 -0.604692369727861 -0.604692369727861 -0.685342743343284 -0.622856960360199 -0.726531313462687 -0.69574524778607 -0.60075739602408 -0.62073053910597 -0.22702116621194 -0.0758503614792537 0.00858453128457711 -0.722932607556716 -0.693516914701493 -0.711999947524378 -0.0170542409290547 -0.209052512836318 -0.146155236153483 -0.736828557064677 -0.625975048920896 -0.688682979646766 -0.143599726783582 -0.0462625370199005 -0.0899108322245721 -0.647360093049254 0.0516989329004975 -0.668685326051741 0.199763615146766 -0.667463924885572 0.071257458941791 -0.692302573566667 0.177820450069204
13 "WALKING_UPSTAIRS" 0.278011397674603 -0.0165604410159524 -0.110679490349206 0.661059461587302 0.060921785015873 0.0911859822215079 0.0761624684928175 0.00771769445 -0.00132768837190476 -0.065414645322127 -0.0490291271295238 0.077520202405 -0.0859752421404762 -0.0444936160904762 -0.0580089014698413 -0.436467135438889 -0.436467135438889 -0.529950774433333 -0.514787204833333 -0.690752641031746 -0.548005258984921 -0.322313774246032 -0.644102525753968 -0.214137056079365 0.03060426815 0.112761270669048 -0.55982076827381 -0.459487621861905 -0.708968145839683 -0.0355892793674603 -0.28503079115873 -0.0798475568786508 -0.533916919283333 -0.680936401746032 -0.511657239412698 -0.0632660588285714 -0.135410216602381 0.130322272915873 -0.498310419119048 0.137987058531746 -0.509363582493651 0.155897953080952 -0.627916082047619 0.0487612127368254 -0.743563179047619 0.124869841865079
14 "SITTING" 0.270184596009288 -0.0162548178510526 -0.100985935692074 0.672081224882353 -0.111701388781115 -0.161179728291022 0.0741757467665015 0.00443682723817957 -0.00253044692473994 0.000253671358297214 -0.0954921154823529 0.0606712446996904 -0.107556127062003 -0.0433200489340217 -0.0450693836894427 -0.453262620331889 -0.453262620331889 -0.608973420309907 -0.416459776709257 -0.700520939854799 -0.619513271851703 -0.455237617000929 -0.440650672343653 -0.319171141631269 -0.15308350824613 -0.107844299474303 -0.654385009392879 -0.598699531399381 -0.618712162187307 -0.148657336754489 -0.305355379229102 -0.239200679844272 -0.699166400749226 -0.50463317018839 -0.42391821438452 -0.241341060754489 -0.345434763249536 -0.212818474897214 -0.490874179820433 -0.0600681274123529 -0.596896308848452 0.137239545472136 -0.543030528985449 -0.138544755393189 -0.717590101802972 0.0907579516695975
15 "SITTING" 0.27821340725 -0.016464484771311 -0.112563587594512 0.688872511512195 0.102660491875 0.0372897701757012 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.527285352000488 -0.527285352000488 -0.654799694757531 -0.617721779796037 -0.805282669512195 -0.583772317445122 -0.507735205778384 -0.741745724698171 -0.218637119967988 0.0505085375937378 0.0424519595017988 -0.643469519361585 -0.609408057377744 -0.805543465588415 -0.0490273566650701 -0.197408729697561 -0.0737834470521341 -0.664354428856402 -0.760711411006098 -0.711194539920732 -0.143256673841646 -0.222137469043902 -0.0579760577340244 -0.562948391223628 0.0614279187379573 -0.614817605125915 0.1584042182 -0.732394493841463 -0.149680864646374 -0.83680189402439 0.0955564233589329
16 "SITTING" 0.277887440374317 -0.0158567888309016 -0.107263924445355 0.700906130308743 -0.0605235993797814 0.0402075536234973 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.616131116889044 -0.616131116889044 -0.725246870486339 -0.718168775628415 -0.860446372459016 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.238570460241803 -0.0276434719766667 0.0278234635724863 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.0318889109278689 -0.194511969031749 -0.170592442202459 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.137899091231284 -0.158018408842896 -0.0538946293731967 -0.666962508246721 0.0558668214710383 -0.713167613706148 0.221683632275519 -0.81712881920765 -0.0501221341519126 -0.87277228273224 0.153211239562049
17 "SITTING" 0.273637590822641 -0.0170634745358491 -0.110020373493849 0.730643531509434 -0.0102539504528302 -0.0471562589226415 0.08269047086 0.0101653131381132 -0.00319385465792453 -0.0195846188778264 -0.0788830552372755 0.0795935694916981 -0.103491347726038 -0.0404391298567925 -0.0527108136213208 -0.686476820794717 -0.686476820794717 -0.775760563254717 -0.764675748217547 -0.849786178792453 -0.753137376917472 -0.71776713364234 -0.768188725064151 -0.160718621075849 0.0208821228781509 0.0370356393128302 -0.795381704024528 -0.78156625029434 -0.841547003622642 0.0126512379766038 -0.10190070131366 -0.115113845837057 -0.824027081279245 -0.811462499433962 -0.811119726490566 -0.059020031084 -0.0667326429824528 0.00235080736377358 -0.740667048686415 0.0627219883592453 -0.774571437356604 0.281171213758491 -0.831350432716981 0.0374161974955094 -0.858227314377358 0.281467707390189
17 "STANDING" 0.275037981747573 -0.0187717447257282 -0.107088805592233 0.617363413009709 -0.0226900198058252 0.0580703614466019 0.0781014953038835 0.00417793025524272 0.0178740909208738 -0.0020206535223301 -0.0925593320679612 0.070416774513301 -0.1190789103 -0.0359117110547573 -0.046061223208932 -0.264493090446019 -0.264493090446019 -0.49245284776699 -0.448515068843689 -0.70920322631068 -0.391007680050485 -0.303228505325728 -0.592258642912621 -0.395001577563107 -0.0347901806640777 -0.0682883947598058 -0.514200830776699 -0.471405087165049 -0.702142109223301 -0.318038613203883 -0.315319484707767 -0.284004308543689 -0.483478201703884 -0.680278572427184 -0.51006755184466 -0.137917541273301 -0.209808381119417 -0.121330295766796 -0.403114961887379 -0.0344212493420388 -0.499479367087379 0.0497346350314563 -0.610365070582524 -0.0788175889902913 -0.754248213883495 0.107560299408738
18 "WALKING_UPSTAIRS" 0.276324152142857 -0.0172831546595266 -0.108112251068681 0.716863248351648 -0.01578199625 0.0899901746593407 0.077480921531044 0.0128850449171841 0.000848545124184616 -0.0373993798891484 -0.0678200104982143 0.0908402866868132 -0.0944029581558242 -0.044169186546978 -0.0568482569002198 -0.658370952115385 -0.658370952115385 -0.753904676895604 -0.714735668626374 -0.859899942335165 -0.714227764615385 -0.663659666593407 -0.761229192087912 -0.210288060037014 0.0142017941035714 0.0023794571910467 -0.750020077252747 -0.744113444532967 -0.833032083021978 -0.0691387922027473 -0.211800163516401 -0.123235904056044 -0.787757637521978 -0.816385880247253 -0.755926770686813 -0.11359630596717 -0.245477245070522 -0.0890927881274725 -0.697732862178571 0.0911071722096154 -0.742323821887363 0.224596545546272 -0.816286626730769 -0.0573696679480769 -0.88466302260989 0.193231486725357
19 "STANDING" 0.269723487105556 -0.0182031515710306 -0.118277180099383 0.475323016 0.0964052626666667 0.233011401195083 0.0774171147766389 0.0115812421960876 -0.00186198850195833 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.0895939425055556 -0.0383208736670278 -0.0569649444286944 -0.531507362111361 -0.531507362111361 -0.5762252472125 -0.548919668132222 -0.683436541824444 -0.587050355097528 -0.521888076609778 -0.647026298284028 -0.212433282953944 0.0703873634217222 0.160383893888278 -0.593157169174611 -0.596694943936944 -0.680924493180556 0.00263882956916667 -0.160787596137611 0.00225579910068611 -0.553089575942778 -0.641337299817778 -0.602625307818389 -0.0321842609068333 -0.19629760694 -0.0415013769106389 -0.556404444967972 0.115775170635767 -0.576064647812278 0.232074775101389 -0.636287999799167 -0.0199336248458333 -0.719519008752778 0.128629739389444
20 "WALKING_UPSTAIRS" 0.268425757926554 -0.0175912993773164 -0.108029145824294 0.628040637177966 -0.0373059475847458 0.10723075947935 0.079818125480791 0.00220928707107345 -0.00450611895602542 -0.0242488811785028 -0.0789448418069209 0.0856280628860452 -0.094982179135 -0.0414356124141243 -0.0543001277610169 -0.517257429345412 -0.517257429345412 -0.619698756735028 -0.516861235888701 -0.684048497355932 -0.612641113666949 -0.426398722000395 -0.665006945724294 -0.228177936580508 -0.0114411446707345 0.0779615448683983 -0.652264226931438 -0.557791286001412 -0.732835648957627 -0.0946565249276271 -0.295851375876469 -0.173772101164407 -0.626445370827119 -0.591039733449633 -0.518444509491525 -0.152974668730028 -0.197281081362486 -0.138316973455706 -0.560278889421186 0.0604926209205932 -0.584571446817062 0.0872234701100565 -0.606970915061638 -0.0676712910494915 -0.692638075749774 0.0504291443716384
21 "STANDING" 0.277466525522059 -0.0176664578561765 -0.10877848058848 0.645775957808824 -0.0750963071446078 0.0321851774362745 0.0822207874776961 0.00350107553584853 -0.010659072671299 -0.0276346639303578 -0.0784719736838971 0.0861212668362745 -0.100558317889216 -0.0408236141863333 -0.0533861046416422 -0.620309259553676 -0.620309259553676 -0.703461275879657 -0.693779224517157 -0.807817403137255 -0.693486097144118 -0.59377821414902 -0.707713799021814 -0.230976168156039 0.0412761403403333 0.0495520452825172 -0.71641413145049 -0.678615118728922 -0.767351986555392 0.0168697571497059 -0.161814485722304 -0.112817222676985 -0.752040828651961 -0.759325714811275 -0.709471420465686 -0.089010657789951 -0.18645796643924 -0.0228851873218137 -0.658664719514706 0.0846512609471814 -0.679742584809363 0.244321861877647 -0.776473060171569 -0.00571922625735294 -0.826275026053922 0.205643655933971
22 "STANDING" 0.274767690046106 -0.0168273604077383 -0.108670376782866 0.609390874922118 0.0315098683115265 0.23588786398215 0.0791031130417757 0.0152572466619626 -0.0072287329753271 -0.00800630644716511 -0.0949661116922118 0.0812406584647975 -0.109257561827445 -0.0384616223750156 -0.0582144293519003 -0.504099198287601 -0.504099198287601 -0.609772829890966 -0.637666108456075 -0.794681311214953 -0.594929652065732 -0.508172778206231 -0.687320961149533 -0.181031984073891 0.0371992326304984 0.0806295666361371 -0.60425320237352 -0.574318114038941 -0.739701808286604 0.0665521438309969 -0.178425080835514 -0.0467691789252336 -0.639575654479751 -0.79139974588785 -0.643363339819315 -0.164138008195857 -0.200741314631402 -0.0516302487909034 -0.574333164853583 0.103277150317358 -0.585442501515888 0.161936362996885 -0.728166770031153 -0.131615440167913 -0.830191956697819 0.119560563802492
23 "STANDING" 0.273493254730108 -0.019589258786828 -0.109093982385242 0.662324737580645 0.0146209197354839 0.0518662466372043 0.0778588215843817 0.0200470964972984 -0.000717680881887096 -0.0220890418013172 -0.0825972963754032 0.074694942324328 -0.0966990737225806 -0.0432722741798387 -0.0621959093526344 -0.532754757205108 -0.532754757205108 -0.58640067170914 -0.544207964433387 -0.623412641977151 -0.599080886430645 -0.548483208943548 -0.49021281618414 -0.20872442068086 0.0297877248998253 0.0899843792518548 -0.617521836605645 -0.628231338392742 -0.578870810235484 0.0173580639424731 -0.124670179855 -0.112528879362903 -0.685136501518817 -0.497783811010484 -0.617685416736559 -0.0251692798377688 -0.0592724696043011 -0.0229424899271505 -0.529029284118011 0.11533518491586 -0.542663319457527 0.202553279152177 -0.534657191683602 0.154723197790323 -0.584111049810215 0.169185024505108
24 "WALKING_UPSTAIRS" 0.276767046391076 -0.0176822460103885 -0.107914503687664 0.69498126808399 0.0729509702152231 0.0623227714146982 0.0784735003467192 0.00396900308574016 -0.00700960558805774 -0.0212578096847769 -0.0782440202677165 0.0841740375981627 -0.0998294248142257 -0.0390749421383202 -0.0552987683401575 -0.620032665162467 -0.620032665162467 -0.713667423769029 -0.682447212750656 -0.791646550787402 -0.707613779580052 -0.611509042586877 -0.65585899482231 -0.263352298517585 -0.0176079240963255 0.0812580797481102 -0.752245372493438 -0.703641614506562 -0.719655747391076 -0.0570423475325459 -0.23113163252252 -0.13977119240315 -0.722607377748032 -0.753710479580053 -0.70948857687664 -0.0501078590267979 -0.0975347609866142 -0.0556407394121785 -0.650121872273806 0.0236300571840945 -0.696845583388451 0.198422013108136 -0.754131617480315 0.0194486014291864 -0.795019165380577 0.161739608926982
